number,value,user_attrs_pct_tr,user_attrs_pct_val,user_attrs_pct_val1,user_attrs_wr_tr,user_attrs_wr_val,user_attrs_wr_val1
7745,-0.001,,,,,,
7746,0.40695003472538466,0.1671602500822639,0.029402787669142335,0.1038961038961039,0.5275590551181102,0.5674740484429066,0.5202702702702703
7747,-0.001,,,,,,
7748,-0.001,,,,,,
7749,-0.001,,,,,,
7750,-0.001,,,,,,
7751,-0.001,,,,,,
7752,-0.001,,,,,,
7753,-0.001,,,,,,
7754,-0.001,,,,,,
7755,-0.001,,,,,,
7756,-0.001,,,,,,
7757,-0.001,,,,,,
7758,-0.001,,,,,,
7759,-0.001,,,,,,
7760,-0.001,,,,,,
7761,-0.001,,,,,,
7762,-0.001,,,,,,
7763,-0.001,,,,,,
7764,-0.001,,,,,,
7765,-0.001,,,,,,
7766,-0.001,,,,,,
7767,-0.001,,,,,,
7768,-0.001,,,,,,
7769,-0.001,,,,,,
7770,-0.001,,,,,,
7771,-0.001,,,,,,
7772,-0.001,,,,,,
7773,-0.001,,,,,,
7774,-0.001,,,,,,
7775,-0.001,,,,,,
7776,-0.001,,,,,,
7777,-0.001,,,,,,
7778,-0.001,,,,,,
7779,-0.001,,,,,,
7780,-0.001,,,,,,
7781,-0.001,,,,,,
7782,0.4130160268474659,0.17900625205659756,0.0395767626411639,0.11846261846261846,0.5349264705882353,0.570694087403599,0.52
7783,-0.001,,,,,,
7784,-0.001,,,,,,
7785,-0.001,,,,,,
7786,-0.001,,,,,,
7787,-0.001,,,,,,
7788,-0.001,,,,,,
7789,-0.001,,,,,,
7790,-0.001,,,,,,
7791,-0.001,,,,,,
7792,-0.001,,,,,,
7793,-0.001,,,,,,
7794,-0.001,,,,,,
7795,-0.001,,,,,,
7796,-0.001,,,,,,
7797,-0.001,,,,,,
7798,-0.001,,,,,,
7799,-0.001,,,,,,
7800,-0.001,,,,,,
7801,-0.001,,,,,,
7802,-0.001,,,,,,
7803,-0.001,,,,,,
7804,-0.001,,,,,,
7805,-0.001,,,,,,
7806,-0.001,,,,,,
7807,-0.001,,,,,,
7808,-0.001,,,,,,
7809,-0.001,,,,,,
7810,-0.001,,,,,,
7811,-0.001,,,,,,
7812,-0.001,,,,,,
7813,-0.001,,,,,,
7814,-0.001,,,,,,
7815,-0.001,,,,,,
7816,-0.001,,,,,,
7817,0.4087395066898953,0.16386969397828233,0.04130633838640757,0.11723411723411724,0.5261044176706827,0.5665024630541872,0.5209580838323353
7818,-0.001,,,,,,
7819,-0.001,,,,,,
7820,-0.001,,,,,,
7821,-0.001,,,,,,
7822,-0.001,,,,,,
7823,-0.001,,,,,,
7824,-0.001,,,,,,
7825,-0.001,,,,,,
7826,-0.001,,,,,,
7827,-0.001,,,,,,
7828,-0.001,,,,,,
7829,-0.001,,,,,,
7830,-0.001,,,,,,
7831,-0.001,,,,,,
7832,-0.001,,,,,,
7833,-0.001,,,,,,
7834,-0.001,,,,,,
7835,-0.001,,,,,,
7836,-0.001,,,,,,
7837,-0.001,,,,,,
7838,-0.001,,,,,,
7839,-0.001,,,,,,
7840,-0.001,,,,,,
7841,-0.001,,,,,,
7842,-0.001,,,,,,
7843,-0.001,,,,,,
7844,-0.001,,,,,,
7845,-0.001,,,,,,
7846,0.41063600913657455,0.17538664034221785,0.041509817885848004,0.12127062127062127,0.525328330206379,0.5686274509803921,0.5209840810419681
7847,-0.001,,,,,,
7848,-0.001,,,,,,
7849,-0.001,,,,,,
7850,-0.001,,,,,,
7851,-0.001,,,,,,
7852,-0.001,,,,,,
7853,-0.001,,,,,,
7854,-0.001,,,,,,
7855,-0.001,,,,,,
7856,-0.001,,,,,,
7857,-0.001,,,,,,
7858,-0.001,,,,,,
7859,-0.001,,,,,,
7860,-0.001,,,,,,
7861,-0.001,,,,,,
7862,-0.001,,,,,,
7863,-0.001,,,,,,
7864,-0.001,,,,,,
7865,-0.001,,,,,,
7866,-0.001,,,,,,
7867,-0.001,,,,,,
7868,-0.001,,,,,,
7869,-0.001,,,,,,
7870,-0.001,,,,,,
7871,-0.001,,,,,,
7872,-0.001,,,,,,
7873,-0.001,,,,,,
7874,-0.001,,,,,,
7875,-0.001,,,,,,
7876,-0.001,,,,,,
7877,-0.001,,,,,,
7878,0.4101510157590353,0.17242513984863442,0.040492420388645846,0.1181116181116181,0.5305343511450382,0.5653266331658291,0.5200594353640416
7879,-0.001,,,,,,
7880,-0.001,,,,,,
7881,-0.001,,,,,,
7882,-0.001,,,,,,
7883,-0.001,,,,,,
7884,-0.001,,,,,,
7885,-0.001,,,,,,
7886,-0.001,,,,,,
7887,-0.001,,,,,,
7888,-0.001,,,,,,
7889,-0.001,,,,,,
7890,-0.001,,,,,,
7891,0.410659334271731,0.192497532082922,0.043748092379692745,0.13162513162513162,0.5264957264957265,0.5558139534883721,0.52
7892,-0.001,,,,,,
7893,-0.001,,,,,,
7894,-0.001,,,,,,
7895,-0.001,,,,,,
7896,-0.001,,,,,,
7897,-0.001,,,,,,
7898,-0.001,,,,,,
7899,-0.001,,,,,,
7900,-0.001,,,,,,
7901,-0.001,,,,,,
7902,-0.001,,,,,,
7903,-0.001,,,,,,
7904,-0.001,,,,,,
7905,-0.001,,,,,,
7906,-0.001,,,,,,
7907,-0.001,,,,,,
7908,-0.001,,,,,,
7909,-0.001,,,,,,
7910,-0.001,,,,,,
7911,-0.001,,,,,,
7912,-0.001,,,,,,
7913,-0.001,,,,,,
7914,-0.001,,,,,,
7915,-0.001,,,,,,
7916,-0.001,,,,,,
7917,-0.001,,,,,,
7918,-0.001,,,,,,
7919,-0.001,,,,,,
7920,-0.001,,,,,,
7921,-0.001,,,,,,
7922,-0.001,,,,,,
7923,-0.001,,,,,,
7924,-0.001,,,,,,
7925,-0.001,,,,,,
7926,0.4039449494704249,0.163211582757486,0.03174280191270729,0.10793260793260794,0.5201612903225806,0.5608974358974359,0.5203252032520326
7927,-0.001,,,,,,
7928,-0.001,,,,,,
7929,-0.001,,,,,,
7930,-0.001,,,,,,
7931,-0.001,,,,,,
7932,-0.001,,,,,,
7933,-0.001,,,,,,
7934,-0.001,,,,,,
7935,-0.001,,,,,,
7936,-0.001,,,,,,
7937,-0.001,,,,,,
7938,-0.001,,,,,,
7939,-0.001,,,,,,
7940,-0.001,,,,,,
7941,-0.001,,,,,,
7942,-0.001,,,,,,
7943,-0.001,,,,,,
7944,-0.001,,,,,,
7945,-0.001,,,,,,
7946,-0.001,,,,,,
7947,-0.001,,,,,,
7948,-0.001,,,,,,
7949,-0.001,,,,,,
7950,-0.001,,,,,,
7951,-0.001,,,,,,
7952,-0.001,,,,,,
7953,-0.001,,,,,,
7954,-0.001,,,,,,
7955,-0.001,,,,,,
7956,-0.001,,,,,,
7957,-0.001,,,,,,
7958,-0.001,,,,,,
7959,-0.001,,,,,,
7960,-0.001,,,,,,
7961,-0.001,,,,,,
7962,-0.001,,,,,,
7963,-0.001,,,,,,
7964,-0.001,,,,,,
7965,-0.001,,,,,,
7966,-0.001,,,,,,
7967,-0.001,,,,,,
7968,-0.001,,,,,,
7969,-0.001,,,,,,
7970,-0.001,,,,,,
7971,-0.001,,,,,,
7972,-0.001,,,,,,
7973,-0.001,,,,,,
7974,-0.001,,,,,,
7975,-0.001,,,,,,
7976,-0.001,,,,,,
7977,-0.001,,,,,,
7978,-0.001,,,,,,
7979,-0.001,,,,,,
7980,-0.001,,,,,,
7981,-0.001,,,,,,
7982,-0.001,,,,,,
7983,-0.001,,,,,,
7984,-0.001,,,,,,
7985,-0.001,,,,,,
7986,-0.001,,,,,,
7987,-0.001,,,,,,
7988,-0.001,,,,,,
7989,-0.001,,,,,,
7990,-0.001,,,,,,
7991,-0.001,,,,,,
7992,-0.001,,,,,,
7993,-0.001,,,,,,
7994,-0.001,,,,,,
7995,-0.001,,,,,,
7996,-0.001,,,,,,
7997,-0.001,,,,,,
7998,-0.001,,,,,,
7999,-0.001,,,,,,
8000,-0.001,,,,,,
8001,-0.001,,,,,,
8002,-0.001,,,,,,
8003,-0.001,,,,,,
8004,-0.001,,,,,,
8005,-0.001,,,,,,
8006,-0.001,,,,,,
8007,-0.001,,,,,,
8008,-0.001,,,,,,
8009,-0.001,,,,,,
8010,-0.001,,,,,,
8011,-0.001,,,,,,
8012,-0.001,,,,,,
8013,-0.001,,,,,,
8014,-0.001,,,,,,
8015,-0.001,,,,,,
8016,-0.001,,,,,,
8017,-0.001,,,,,,
8018,-0.001,,,,,,
8019,-0.001,,,,,,
8020,-0.001,,,,,,
8021,-0.001,,,,,,
8022,-0.001,,,,,,
8023,0.41169249367597727,0.1780190852254031,0.041509817885848004,0.12109512109512109,0.5304990757855823,0.5661764705882353,0.5217391304347826
8024,-0.001,,,,,,
8025,-0.001,,,,,,
8026,-0.001,,,,,,
8027,-0.001,,,,,,
8028,-0.001,,,,,,
8029,-0.001,,,,,,
8030,-0.001,,,,,,
8031,-0.001,,,,,,
8032,-0.001,,,,,,
8033,-0.001,,,,,,
8034,-0.001,,,,,,
8035,-0.001,,,,,,
8036,0.41110800234896683,0.1780190852254031,0.041611557635568217,0.12144612144612145,0.5268022181146026,0.5672371638141809,0.5216763005780347
8037,-0.001,,,,,,
8038,-0.001,,,,,,
8039,-0.001,,,,,,
8040,-0.001,,,,,,
8041,-0.001,,,,,,
8042,-0.001,,,,,,
8043,-0.001,,,,,,
8044,-0.001,,,,,,
8045,-0.001,,,,,,
8046,-0.001,,,,,,
8047,-0.001,,,,,,
8048,-0.001,,,,,,
8049,-0.001,,,,,,
8050,-0.001,,,,,,
8051,-0.001,,,,,,
8052,-0.001,,,,,,
8053,-0.001,,,,,,
8054,-0.001,,,,,,
8055,-0.001,,,,,,
8056,-0.001,,,,,,
8057,-0.001,,,,,,
8058,-0.001,,,,,,
8059,-0.001,,,,,,
8060,-0.001,,,,,,
8061,-0.001,,,,,,
8062,0.4121107578458531,0.1727541954590326,0.03947502289144369,0.11705861705861706,0.5352380952380953,0.5695876288659794,0.52023988005997
8063,-0.001,,,,,,
8064,-0.001,,,,,,
8065,-0.001,,,,,,
8066,-0.001,,,,,,
8067,-0.001,,,,,,
8068,-0.001,,,,,,
8069,-0.001,,,,,,
8070,-0.001,,,,,,
8071,-0.001,,,,,,
8072,-0.001,,,,,,
8073,-0.001,,,,,,
8074,0.41211841510529795,0.1934846989141165,0.04283243463221081,0.12688662688662689,0.532312925170068,0.5581947743467933,0.5200553250345782
8075,-0.001,,,,,,
8076,-0.001,,,,,,
8077,-0.001,,,,,,
8078,-0.001,,,,,,
8079,-0.001,,,,,,
8080,-0.001,,,,,,
8081,-0.001,,,,,,
8082,-0.001,,,,,,
8083,-0.001,,,,,,
8084,-0.001,,,,,,
8085,-0.001,,,,,,
8086,-0.001,,,,,,
8087,-0.001,,,,,,
8088,-0.001,,,,,,
8089,-0.001,,,,,,
8090,-0.001,,,,,,
8091,-0.001,,,,,,
8092,0.4088315989457768,0.16847647252385653,0.042120256384169295,0.11934011934011934,0.52734375,0.5628019323671497,0.5205882352941177
8093,-0.001,,,,,,
8094,-0.001,,,,,,
8095,-0.001,,,,,,
8096,-0.001,,,,,,
8097,-0.001,,,,,,
8098,-0.001,,,,,,
8099,-0.001,,,,,,
8100,-0.001,,,,,,
8101,-0.001,,,,,,
8102,-0.001,,,,,,
8103,-0.001,,,,,,
8104,-0.001,,,,,,
8105,-0.001,,,,,,
8106,-0.001,,,,,,
8107,-0.001,,,,,,
8108,-0.001,,,,,,
8109,-0.001,,,,,,
8110,-0.001,,,,,,
8111,-0.001,,,,,,
8112,-0.001,,,,,,
8113,-0.001,,,,,,
8114,-0.001,,,,,,
8115,-0.001,,,,,,
8116,-0.001,,,,,,
8117,-0.001,,,,,,
8118,-0.001,,,,,,
8119,-0.001,,,,,,
8120,-0.001,,,,,,
8121,-0.001,,,,,,
8122,-0.001,,,,,,
8123,-0.001,,,,,,
8124,-0.001,,,,,,
8125,-0.001,,,,,,
8126,-0.001,,,,,,
8127,0.41131179015241537,0.17472852912142153,0.042120256384169295,0.12109512109512109,0.5348399246704332,0.5628019323671497,0.5202898550724637
8128,-0.001,,,,,,
8129,-0.001,,,,,,
8130,-0.001,,,,,,
8131,-0.001,,,,,,
8132,-0.001,,,,,,
8133,-0.001,,,,,,
8134,-0.001,,,,,,
8135,-0.001,,,,,,
8136,-0.001,,,,,,
8137,-0.001,,,,,,
8138,-0.001,,,,,,
8139,-0.001,,,,,,
8140,-0.001,,,,,,
8141,-0.001,,,,,,
8142,-0.001,,,,,,
8143,-0.001,,,,,,
8144,-0.001,,,,,,
8145,-0.001,,,,,,
8146,-0.001,,,,,,
8147,-0.001,,,,,,
8148,-0.001,,,,,,
8149,-0.001,,,,,,
8150,-0.001,,,,,,
8151,-0.001,,,,,,
8152,-0.001,,,,,,
8153,-0.001,,,,,,
8154,-0.001,,,,,,
8155,-0.001,,,,,,
8156,-0.001,,,,,,
8157,-0.001,,,,,,
8158,-0.001,,,,,,
8159,-0.001,,,,,,
8160,-0.001,,,,,,
8161,-0.001,,,,,,
8162,-0.001,,,,,,
8163,-0.001,,,,,,
8164,-0.001,,,,,,
8165,-0.001,,,,,,
8166,-0.001,,,,,,
8167,-0.001,,,,,,
8168,-0.001,,,,,,
8169,-0.001,,,,,,
8170,-0.001,,,,,,
8171,-0.001,,,,,,
8172,-0.001,,,,,,
8173,-0.001,,,,,,
8174,-0.001,,,,,,
8175,-0.001,,,,,,
8176,-0.001,,,,,,
8177,-0.001,,,,,,
8178,-0.001,,,,,,
8179,-0.001,,,,,,
8180,-0.001,,,,,,
8181,-0.001,,,,,,
8182,-0.001,,,,,,
8183,-0.001,,,,,,
8184,-0.001,,,,,,
8185,-0.001,,,,,,
8186,-0.001,,,,,,
8187,-0.001,,,,,,
8188,-0.001,,,,,,
8189,-0.001,,,,,,
8190,-0.001,,,,,,
8191,-0.001,,,,,,
8192,-0.001,,,,,,
8193,-0.001,,,,,,
8194,-0.001,,,,,,
8195,-0.001,,,,,,
8196,-0.001,,,,,,
8197,-0.001,,,,,,
8198,-0.001,,,,,,
8199,-0.001,,,,,,
8200,-0.001,,,,,,
8201,-0.001,,,,,,
8202,-0.001,,,,,,
8203,-0.001,,,,,,
8204,-0.001,,,,,,
8205,-0.001,,,,,,
8206,-0.001,,,,,,
8207,-0.001,,,,,,
8208,-0.001,,,,,,
8209,-0.001,,,,,,
8210,-0.001,,,,,,
8211,-0.001,,,,,,
8212,-0.001,,,,,,
8213,-0.001,,,,,,
8214,-0.001,,,,,,
8215,-0.001,,,,,,
8216,-0.001,,,,,,
8217,-0.001,,,,,,
8218,-0.001,,,,,,
8219,-0.001,,,,,,
8220,-0.001,,,,,,
8221,-0.001,,,,,,
8222,-0.001,,,,,,
8223,-0.001,,,,,,
8224,-0.001,,,,,,
8225,-0.001,,,,,,
8226,-0.001,,,,,,
8227,-0.001,,,,,,
8228,-0.001,,,,,,
8229,-0.001,,,,,,
8230,-0.001,,,,,,
8231,-0.001,,,,,,
8232,-0.001,,,,,,
8233,-0.001,,,,,,
8234,-0.001,,,,,,
8235,-0.001,,,,,,
8236,-0.001,,,,,,
8237,-0.001,,,,,,
8238,-0.001,,,,,,
8239,-0.001,,,,,,
8240,-0.001,,,,,,
8241,-0.001,,,,,,
8242,-0.001,,,,,,
8243,-0.001,,,,,,
8244,-0.001,,,,,,
8245,-0.001,,,,,,
8246,-0.001,,,,,,
8247,-0.001,,,,,,
8248,-0.001,,,,,,
8249,-0.001,,,,,,
8250,-0.001,,,,,,
8251,-0.001,,,,,,
8252,-0.001,,,,,,
8253,-0.001,,,,,,
8254,-0.001,,,,,,
8255,-0.001,,,,,,
8256,-0.001,,,,,,
8257,-0.001,,,,,,
8258,-0.001,,,,,,
8259,-0.001,,,,,,
8260,-0.001,,,,,,
8261,-0.001,,,,,,
8262,-0.001,,,,,,
8263,-0.001,,,,,,
8264,-0.001,,,,,,
8265,-0.001,,,,,,
8266,-0.001,,,,,,
8267,-0.001,,,,,,
8268,-0.001,,,,,,
8269,-0.001,,,,,,
8270,-0.001,,,,,,
8271,-0.001,,,,,,
8272,-0.001,,,,,,
8273,-0.001,,,,,,
8274,-0.001,,,,,,
8275,-0.001,,,,,,
8276,-0.001,,,,,,
8277,-0.001,,,,,,
8278,-0.001,,,,,,
8279,-0.001,,,,,,
8280,-0.001,,,,,,
8281,-0.001,,,,,,
8282,-0.001,,,,,,
8283,-0.001,,,,,,
8284,-0.001,,,,,,
8285,-0.001,,,,,,
8286,-0.001,,,,,,
8287,-0.001,,,,,,
8288,-0.001,,,,,,
8289,-0.001,,,,,,
8290,-0.001,,,,,,
8291,-0.001,,,,,,
8292,-0.001,,,,,,
8293,-0.001,,,,,,
8294,-0.001,,,,,,
8295,-0.001,,,,,,
8296,-0.001,,,,,,
8297,-0.001,,,,,,
8298,-0.001,,,,,,
8299,-0.001,,,,,,
8300,-0.001,,,,,,
8301,-0.001,,,,,,
8302,-0.001,,,,,,
8303,-0.001,,,,,,
8304,-0.001,,,,,,
8305,-0.001,,,,,,
8306,-0.001,,,,,,
8307,0.41033990512833246,0.1773609740046068,0.04191677688472886,0.12109512109512109,0.5269016697588126,0.5655339805825242,0.5202898550724637
8308,-0.001,,,,,,
8309,-0.001,,,,,,
8310,-0.001,,,,,,
8311,-0.001,,,,,,
8312,-0.001,,,,,,
8313,0.40694475018617193,0.17308325106943073,0.03153932241326687,0.10898560898560898,0.526615969581749,0.5612903225806452,0.5217391304347826
8314,-0.001,,,,,,
8315,-0.001,,,,,,
8316,-0.001,,,,,,
8317,-0.001,,,,,,
8318,-0.001,,,,,,
8319,-0.001,,,,,,
8320,-0.001,,,,,,
8321,-0.001,,,,,,
8322,-0.001,,,,,,
8323,-0.001,,,,,,
8324,-0.001,,,,,,
8325,-0.001,,,,,,
8326,-0.001,,,,,,
8327,-0.001,,,,,,
8328,-0.001,,,,,,
8329,-0.001,,,,,,
8330,-0.001,,,,,,
8331,-0.001,,,,,,
8332,-0.001,,,,,,
8333,-0.001,,,,,,
8334,-0.001,,,,,,
8335,-0.001,,,,,,
8336,-0.001,,,,,,
8337,0.4062572961552375,0.17407041790062522,0.03164106216298708,0.11021411021411022,0.5255198487712666,0.5594855305466238,0.5207006369426752
8338,-0.001,,,,,,
8339,-0.001,,,,,,
8340,-0.001,,,,,,
8341,-0.001,,,,,,
8342,-0.001,,,,,,
8343,-0.001,,,,,,
8344,-0.001,,,,,,
8345,-0.001,,,,,,
8346,-0.001,,,,,,
8347,-0.001,,,,,,
8348,-0.001,,,,,,
8349,-0.001,,,,,,
8350,-0.001,,,,,,
8351,-0.001,,,,,,
8352,-0.001,,,,,,
8353,-0.001,,,,,,
8354,-0.001,,,,,,
8355,-0.001,,,,,,
8356,-0.001,,,,,,
8357,-0.001,,,,,,
8358,-0.001,,,,,,
8359,-0.001,,,,,,
8360,-0.001,,,,,,
8361,-0.001,,,,,,
8362,-0.001,,,,,,
8363,-0.001,,,,,,
8364,-0.001,,,,,,
8365,-0.001,,,,,,
8366,-0.001,,,,,,
8367,-0.001,,,,,,
8368,-0.001,,,,,,
8369,-0.001,,,,,,
8370,-0.001,,,,,,
8371,-0.001,,,,,,
8372,-0.001,,,,,,
8373,-0.001,,,,,,
8374,-0.001,,,,,,
8375,-0.001,,,,,,
8376,-0.001,,,,,,
8377,0.4107052022212379,0.17407041790062522,0.0395767626411639,0.1174096174096174,0.5274102079395085,0.570694087403599,0.5201793721973094
8378,-0.001,,,,,,
8379,-0.001,,,,,,
8380,-0.001,,,,,,
8381,-0.001,,,,,,
8382,-0.001,,,,,,
8383,-0.001,,,,,,
8384,-0.001,,,,,,
8385,-0.001,,,,,,
8386,-0.001,,,,,,
8387,-0.001,,,,,,
8388,-0.001,,,,,,
8389,-0.001,,,,,,
8390,-0.001,,,,,,
8391,-0.001,,,,,,
8392,-0.001,,,,,,
8393,-0.001,,,,,,
8394,-0.001,,,,,,
8395,-0.001,,,,,,
8396,-0.001,,,,,,
8397,-0.001,,,,,,
8398,-0.001,,,,,,
8399,-0.001,,,,,,
8400,-0.001,,,,,,
8401,-0.001,,,,,,
8402,-0.001,,,,,,
8403,-0.001,,,,,,
8404,-0.001,,,,,,
8405,-0.001,,,,,,
8406,-0.001,,,,,,
8407,-0.001,,,,,,
8408,-0.001,,,,,,
8409,-0.001,,,,,,
8410,-0.001,,,,,,
8411,-0.001,,,,,,
8412,-0.001,,,,,,
8413,-0.001,,,,,,
8414,-0.001,,,,,,
8415,-0.001,,,,,,
8416,-0.001,,,,,,
8417,-0.001,,,,,,
8418,-0.001,,,,,,
8419,-0.001,,,,,,
8420,-0.001,,,,,,
8421,-0.001,,,,,,
8422,-0.001,,,,,,
8423,-0.001,,,,,,
8424,-0.001,,,,,,
8425,-0.001,,,,,,
8426,0.4112351273932442,0.17505758473181968,0.042120256384169295,0.12109512109512109,0.5319548872180451,0.5652173913043478,0.5202898550724637
8427,-0.001,,,,,,
8428,-0.001,,,,,,
8429,-0.001,,,,,,
8430,-0.001,,,,,,
8431,-0.001,,,,,,
8432,-0.001,,,,,,
8433,-0.001,,,,,,
8434,-0.001,,,,,,
8435,-0.001,,,,,,
8436,-0.001,,,,,,
8437,-0.001,,,,,,
8438,-0.001,,,,,,
8439,0.4108447860768967,0.18130964132938468,0.04242547563332994,0.12372762372762373,0.5263157894736842,0.5635491606714629,0.5219858156028369
8440,-0.001,,,,,,
8441,-0.001,,,,,,
8442,-0.001,,,,,,
8443,-0.001,,,,,,
8444,-0.001,,,,,,
8445,-0.001,,,,,,
8446,-0.001,,,,,,
8447,-0.001,,,,,,
8448,-0.001,,,,,,
8449,-0.001,,,,,,
8450,-0.001,,,,,,
8451,-0.001,,,,,,
8452,-0.001,,,,,,
8453,-0.001,,,,,,
8454,-0.001,,,,,,
8455,-0.001,,,,,,
8456,-0.001,,,,,,
8457,-0.001,,,,,,
8458,-0.001,,,,,,
8459,-0.001,,,,,,
8460,-0.001,,,,,,
8461,-0.001,,,,,,
8462,0.4128080609945001,0.18065153010858837,0.04222199613388951,0.12214812214812215,0.5373406193078324,0.563855421686747,0.5201149425287356
8463,-0.001,,,,,,
8464,-0.001,,,,,,
8465,-0.001,,,,,,
8466,-0.001,,,,,,
8467,-0.001,,,,,,
8468,-0.001,,,,,,
8469,-0.001,,,,,,
8470,0.40659141515910396,0.1763738071734123,0.03174280191270729,0.11126711126711127,0.5242537313432836,0.5608974358974359,0.5205047318611987
8471,-0.001,,,,,,
8472,-0.001,,,,,,
8473,-0.001,,,,,,
8474,-0.001,,,,,,
8475,-0.001,,,,,,
8476,-0.001,,,,,,
8477,-0.001,,,,,,
8478,-0.001,,,,,,
8479,-0.001,,,,,,
8480,-0.001,,,,,,
8481,-0.001,,,,,,
8482,-0.001,,,,,,
8483,-0.001,,,,,,
8484,-0.001,,,,,,
8485,-0.001,,,,,,
8486,-0.001,,,,,,
8487,-0.001,,,,,,
8488,-0.001,,,,,,
8489,-0.001,,,,,,
8490,-0.001,,,,,,
8491,-0.001,,,,,,
8492,-0.001,,,,,,
8493,-0.001,,,,,,
8494,0.413375102374779,0.18262586377097728,0.04222199613388951,0.12285012285012285,0.5387387387387388,0.563855421686747,0.52
8495,-0.001,,,,,,
8496,-0.001,,,,,,
8497,-0.001,,,,,,
8498,-0.001,,,,,,
8499,-0.001,,,,,,
8500,-0.001,,,,,,
8501,-0.001,,,,,,
8502,-0.001,,,,,,
8503,-0.001,,,,,,
8504,-0.001,,,,,,
8505,-0.001,,,,,,
8506,-0.001,,,,,,
8507,-0.001,,,,,,
8508,-0.001,,,,,,
8509,-0.001,,,,,,
8510,-0.001,,,,,,
8511,-0.001,,,,,,
8512,-0.001,,,,,,
8513,-0.001,,,,,,
8514,-0.001,,,,,,
8515,-0.001,,,,,,
8516,-0.001,,,,,,
8517,0.4113237170350348,0.17505758473181968,0.04059416013836606,0.11846261846261846,0.5357142857142857,0.5639097744360902,0.52
8518,-0.001,,,,,,
8519,-0.001,,,,,,
8520,-0.001,,,,,,
8521,-0.001,,,,,,
8522,-0.001,,,,,,
8523,-0.001,,,,,,
8524,-0.001,,,,,,
8525,-0.001,,,,,,
8526,-0.001,,,,,,
8527,-0.001,,,,,,
8528,-0.001,,,,,,
8529,-0.001,,,,,,
8530,-0.001,,,,,,
8531,-0.001,,,,,,
8532,-0.001,,,,,,
8533,-0.001,,,,,,
8534,-0.001,,,,,,
8535,-0.001,,,,,,
8536,-0.001,,,,,,
8537,-0.001,,,,,,
8538,-0.001,,,,,,
8539,-0.001,,,,,,
8540,-0.001,,,,,,
8541,-0.001,,,,,,
8542,-0.001,,,,,,
8543,-0.001,,,,,,
8544,-0.001,,,,,,
8545,-0.001,,,,,,
8546,-0.001,,,,,,
8547,-0.001,,,,,,
8548,-0.001,,,,,,
8549,-0.001,,,,,,
8550,-0.001,,,,,,
8551,-0.001,,,,,,
8552,-0.001,,,,,,
8553,-0.001,,,,,,
8554,-0.001,,,,,,
8555,-0.001,,,,,,
8556,-0.001,,,,,,
8557,-0.001,,,,,,
8558,-0.001,,,,,,
8559,-0.001,,,,,,
8560,-0.001,,,,,,
8561,-0.001,,,,,,
8562,-0.001,,,,,,
8563,-0.001,,,,,,
8564,-0.001,,,,,,
8565,-0.001,,,,,,
8566,-0.001,,,,,,
8567,-0.001,,,,,,
8568,-0.001,,,,,,
8569,-0.001,,,,,,
8570,-0.001,,,,,,
8571,-0.001,,,,,,
8572,-0.001,,,,,,
8573,-0.001,,,,,,
8574,-0.001,,,,,,
8575,-0.001,,,,,,
8576,-0.001,,,,,,
8577,-0.001,,,,,,
8578,-0.001,,,,,,
8579,-0.001,,,,,,
8580,-0.001,,,,,,
8581,-0.001,,,,,,
8582,-0.001,,,,,,
8583,-0.001,,,,,,
8584,-0.001,,,,,,
8585,-0.001,,,,,,
8586,-0.001,,,,,,
8587,-0.001,,,,,,
8588,-0.001,,,,,,
8589,-0.001,,,,,,
8590,-0.001,,,,,,
8591,-0.001,,,,,,
8592,-0.001,,,,,,
8593,-0.001,,,,,,
8594,-0.001,,,,,,
8595,-0.001,,,,,,
8596,-0.001,,,,,,
8597,-0.001,,,,,,
8598,-0.001,,,,,,
8599,-0.001,,,,,,
8600,-0.001,,,,,,
8601,-0.001,,,,,,
8602,-0.001,,,,,,
8603,-0.001,,,,,,
8604,-0.001,,,,,,
8605,-0.001,,,,,,
8606,-0.001,,,,,,
8607,-0.001,,,,,,
8608,-0.001,,,,,,
8609,-0.001,,,,,,
8610,-0.001,,,,,,
8611,-0.001,,,,,,
8612,-0.001,,,,,,
8613,-0.001,,,,,,
8614,-0.001,,,,,,
8615,-0.001,,,,,,
8616,-0.001,,,,,,
8617,-0.001,,,,,,
8618,-0.001,,,,,,
8619,-0.001,,,,,,
8620,-0.001,,,,,,
8621,-0.001,,,,,,
8622,-0.001,,,,,,
8623,-0.001,,,,,,
8624,-0.001,,,,,,
8625,-0.001,,,,,,
8626,-0.001,,,,,,
8627,-0.001,,,,,,
8628,-0.001,,,,,,
8629,-0.001,,,,,,
8630,-0.001,,,,,,
8631,-0.001,,,,,,
8632,-0.001,,,,,,
8633,-0.001,,,,,,
8634,-0.001,,,,,,
8635,-0.001,,,,,,
8636,-0.001,,,,,,
8637,-0.001,,,,,,
8638,-0.001,,,,,,
8639,-0.001,,,,,,
8640,-0.001,,,,,,
8641,-0.001,,,,,,
8642,-0.001,,,,,,
8643,-0.001,,,,,,
8644,-0.001,,,,,,
8645,-0.001,,,,,,
8646,-0.001,,,,,,
8647,-0.001,,,,,,
8648,-0.001,,,,,,
8649,-0.001,,,,,,
8650,-0.001,,,,,,
8651,-0.001,,,,,,
8652,-0.001,,,,,,
8653,-0.001,,,,,,
8654,-0.001,,,,,,
8655,-0.001,,,,,,
